0, 55
0, 57
0, 55
0, 48
0, 55
0, 54
0, 49
0, 53
0, 56
0, 49
0, 56
0, 55
0, 46
0, 54
0, 54
0, 45
0, 54
0, 55
0, 45
1, 48
1, 52
1, 54
1, 46
1, 54
1, 56
1, 47
1, 54
1, 57
1, 47
1, 54
1, 55
1, 49
1, 55
1, 55
1, 50
1, 54
1, 56
1, 55
2, 49
2, 53
2, 54
2, 50
2, 54
2, 60
2, 50
2, 54
2, 54
2, 63
2, 54
2, 55
2, 47
2, 53
2, 51
2, 53
2, 48
2, 54
3, 52
3, 49
3, 54
3, 53
3, 49
3, 54
3, 53
3, 47
3, 57
3, 52
3, 49
3, 51
3, 54
3, 49
3, 47
3, 55
3, 52
3, 50
3, 52
3, 52
4, 46
4, 54
4, 52
4, 46
4, 52
4, 54
4, 48
4, 53
4, 56
4, 51
4, 52
4, 54
4, 52
4, 46
4, 54
4, 54
4, 47
4, 55
4, 51
5, 48
5, 55
5, 53
5, 48
5, 55
5, 52
5, 46
5, 53
5, 53
5, 54
5, 47
5, 55
5, 54
5, 49
5, 51
5, 53
5, 48
5, 53
5, 51
5, 51
6, 50
6, 57
6, 48
6, 55
6, 54
6, 48
6, 46
6, 58
6, 55
6, 48
6, 53
6, 53
6, 48
6, 54
6, 55
6, 46
6, 51
6, 53
6, 47
7, 54
7, 54
7, 48
7, 53
7, 52
7, 53
7, 48
7, 51
7, 54
7, 49
7, 55
7, 57
7, 48
7, 54
7, 56
7, 47
7, 54
7, 53
7, 46
8, 56
8, 54
8, 53
8, 146
8, 56
8, 56
8, 46
8, 156
8, 55
8, 64
8, 55
8, 75
8, 47
8, 77
9, 56
9, 46
9, 58
9, 58
9, 56
9, 47
9, 55
9, 77
9, 68
9, 56
9, 75
9, 48
9, 77
9, 55
9, 66
9, 56
9, 71
10, 48
10, 75
10, 57
10, 60
10, 53
10, 55
10, 53
10, 46
10, 61
10, 56
10, 63
10, 61
10, 54
10, 46
10, 58
10, 74
10, 50
10, 53
11, 66
11, 52
11, 114
11, 53
11, 57
11, 46
11, 55
11, 53
11, 50
11, 56
11, 54
11, 47
11, 55
11, 55
11, 48
11, 56
11, 55
12, 50
12, 54
12, 63
12, 48
12, 46
12, 54
12, 58
12, 47
12, 54
12, 56
12, 47
12, 53
12, 57
12, 44
12, 55
12, 55
12, 47
12, 55
12, 53
13, 48
13, 56
13, 58
13, 54
13, 47
13, 58
13, 54
13, 47
13, 52
13, 55
13, 47
13, 54
13, 57
13, 46
13, 54
13, 56
13, 50
13, 53
13, 56
14, 55
14, 46
14, 57
14, 59
14, 48
14, 55
14, 57
14, 47
14, 54
14, 54
14, 48
14, 53
14, 55
14, 45
14, 54
14, 53
14, 45
14, 46
14, 56
15, 55
15, 47
15, 55
15, 54
15, 47
15, 55
15, 55
15, 49
15, 54
15, 55
15, 47
15, 58
15, 55
15, 47
15, 55
15, 53
15, 56
15, 48
15, 53
16, 53
16, 47
16, 54
16, 52
16, 48
16, 54
16, 55
16, 46
16, 55
16, 53
16, 49
16, 55
16, 58
16, 56
16, 47
16, 55
16, 56
16, 54
16, 56
17, 53
17, 45
17, 54
17, 55
17, 47
17, 54
17, 56
17, 46
17, 54
17, 54
17, 47
17, 46
17, 57
17, 54
17, 46
17, 53
17, 53
17, 47
17, 55
17, 55
18, 46
18, 55
18, 56
18, 48
18, 55
18, 57
18, 48
18, 61
18, 54
18, 51
18, 50
18, 54
18, 54
18, 51
18, 51
18, 56
18, 50
18, 60
18, 53
19, 48
19, 52
19, 54
19, 45
19, 51
19, 54
19, 53
19, 48
19, 50
19, 53
19, 47
19, 55
19, 51
19, 46
19, 53
19, 54
19, 46
19, 51
19, 54
20, 48
20, 54
20, 54
20, 45
20, 52
20, 53
20, 55
20, 46
20, 54
20, 50
20, 47
20, 56
20, 53
20, 53
20, 54
20, 58
20, 46
20, 53
20, 51
20, 49
21, 53
21, 53
21, 77
21, 48
21, 52
21, 54
21, 45
21, 51
21, 52
21, 48
21, 51
21, 53
21, 47
21, 53
21, 52
21, 48
21, 54
21, 52
21, 52
22, 71
22, 52
22, 52
22, 46
22, 51
22, 52
22, 46
22, 57
22, 57
22, 46
22, 56
22, 54
22, 48
22, 52
22, 54
22, 47
22, 47
22, 56
22, 55
23, 45
23, 54
23, 54
23, 47
23, 52
23, 54
23, 46
23, 55
23, 53
23, 47
23, 52
23, 54
23, 46
23, 55
23, 53
23, 55
23, 47
23, 53
23, 53
24, 46
24, 52
24, 54
24, 47
24, 53
24, 54
24, 47
24, 55
24, 54
24, 44
24, 53
24, 54
24, 51
24, 52
24, 56
24, 54
24, 46
24, 53
24, 53
24, 48
25, 52
25, 51
25, 49
25, 52
25, 53
25, 51
25, 54
25, 53
25, 47
25, 48
25, 53
25, 54
25, 48
25, 53
25, 51
25, 44
25, 55
25, 53
25, 48
26, 53
26, 51
26, 56
26, 54
26, 56
26, 48
26, 52
26, 52
26, 53
26, 83
26, 100
26, 56
26, 48
26, 53
26, 52
26, 47
26, 53
26, 53
27, 49
27, 52
27, 54
27, 47
27, 84
27, 53
27, 52
27, 47
27, 54
27, 52
27, 47
27, 54
27, 55
27, 48
27, 56
27, 56
27, 51
27, 58
28, 56
28, 48
28, 53
28, 54
28, 47
28, 47
28, 59
28, 57
28, 47
28, 55
28, 54
28, 49
28, 55
28, 55
28, 48
28, 56
28, 55
28, 48
28, 56
28, 54
29, 46
29, 53
29, 56
29, 55
29, 48
29, 56
29, 54
29, 47
29, 55
29, 52
29, 49
29, 54
29, 57
29, 49
29, 55
29, 53
29, 49
29, 54
29, 55
30, 57
30, 46
30, 53
30, 52
30, 46
30, 54
30, 53
30, 47
30, 55
30, 55
30, 52
30, 52
30, 53
30, 46
30, 52
30, 53
30, 49
30, 48
30, 52
31, 54
31, 48
31, 54
31, 53
31, 46
31, 54
31, 50
31, 47
31, 54
31, 50
31, 48
31, 54
31, 52
31, 46
31, 52
31, 55
31, 54
31, 48
31, 53
31, 52
32, 46
32, 53
32, 55
32, 48
32, 53
32, 51
32, 45
32, 83
32, 54
32, 48
32, 53
32, 55
32, 55
32, 48
32, 52
32, 55
32, 50
32, 53
33, 56
33, 49
33, 62
33, 53
33, 47
33, 53
33, 52
33, 49
33, 53
33, 54
33, 48
33, 47
33, 53
33, 55
33, 45
33, 53
33, 52
33, 55
33, 53
33, 54
34, 46
34, 51
34, 54
34, 47
34, 55
34, 50
34, 48
34, 55
34, 53
34, 53
34, 47
34, 56
34, 55
34, 48
34, 56
34, 53
34, 48
34, 54
34, 53
35, 48
35, 55
35, 56
35, 46
35, 56
35, 53
35, 55
35, 48
35, 55
35, 55
35, 49
35, 56
35, 53
35, 48
35, 57
35, 55
35, 55
35, 54
35, 56
36, 46
36, 57
36, 55
36, 48
36, 50
36, 56
36, 57
36, 49
36, 55
36, 54
36, 48
36, 54
36, 57
36, 46
36, 57
36, 58
36, 47
36, 55
36, 55
37, 49
37, 55
37, 56
37, 55
37, 50
37, 58
37, 55
37, 47
37, 55
37, 55
37, 49
37, 54
37, 55
37, 47
37, 57
37, 54
37, 48
37, 55
37, 54
38, 55
38, 46
38, 54
38, 59
38, 49
38, 53
38, 56
38, 49
38, 55
38, 54
38, 47
38, 57
38, 54
38, 47
38, 55
38, 54
38, 45
38, 49
38, 55
39, 55
39, 47
39, 56
39, 54
39, 47
39, 57
39, 55
39, 47
39, 53
39, 57
39, 48
39, 56
39, 55
39, 47
39, 55
39, 54
39, 56
39, 47
39, 55
40, 58
40, 48
40, 57
40, 56
40, 47
40, 56
40, 56
40, 45
40, 56
40, 55
40, 48
40, 54
40, 56
40, 55
40, 60
40, 54
40, 54
40, 47
41, 54
41, 53
41, 48
41, 53
41, 53
41, 45
41, 55
41, 53
41, 47
41, 53
41, 51
41, 48
41, 48
41, 53
41, 56
41, 47
41, 56
41, 54
41, 45
41, 54
42, 54
42, 48
42, 55
42, 54
42, 48
42, 53
42, 53
42, 46
42, 53
42, 56
42, 70
42, 51
42, 57
42, 66
42, 52
42, 55
42, 53
42, 46
43, 54
43, 53
43, 47
43, 52
43, 53
43, 46
43, 54
43, 53
43, 56
43, 45
43, 54
43, 53
43, 48
43, 54
43, 53
43, 48
43, 53
43, 52
43, 49
43, 54
44, 53
44, 48
44, 52
44, 53
44, 48
44, 49
44, 55
44, 54
44, 48
44, 52
44, 52
44, 46
44, 54
44, 51
44, 47
44, 52
44, 57
44, 49
44, 57
45, 54
45, 47
45, 53
45, 54
45, 53
45, 50
45, 54
45, 52
45, 46
45, 55
45, 52
45, 45
45, 53
45, 53
45, 48
45, 51
45, 51
45, 48
45, 53
45, 52
46, 54
46, 47
46, 55
46, 54
46, 47
46, 53
46, 50
46, 47
46, 53
46, 54
46, 45
46, 55
46, 52
46, 47
46, 51
46, 51
46, 48
46, 46
46, 55
47, 61
47, 49
47, 54
47, 54
47, 47
47, 53
47, 52
47, 49
47, 54
47, 51
47, 47
47, 53
47, 52
47, 48
47, 54
47, 50
47, 53
47, 49
47, 51
47, 52
48, 46
48, 51
48, 52
48, 46
48, 59
48, 51
48, 46
48, 52
48, 51
48, 47
48, 51
48, 52
48, 54
48, 46
48, 53
48, 53
48, 46
48, 55
48, 53
48, 44
49, 53
49, 53
49, 47
49, 53
49, 56
49, 46
49, 52
49, 50
49, 48
49, 48
49, 56
49, 54
49, 45
49, 51
49, 55
49, 47
49, 55
49, 52
49, 50
50, 53
50, 54
50, 48
50, 50
50, 52
50, 48
50, 52
50, 52
50, 55
50, 47
50, 55
50, 56
50, 47
50, 53
50, 57
50, 48
50, 54
